,team,pay_type,question,points,answer,answer_mod,answer_truth,correct,score
792,Bri-Anne,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
815,Bri-Enne Of Green Gables,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
828,Bronn Swanson,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
834,Bronn: The Decision,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
808,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
803,Dany Snow,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
813,Davis the Bastard of Voltron,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
822,Enjol-Raki ,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
797,Flea Bottom Feeders,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
807,House Magnus,Free,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
823,Just Here for CleganeBowl,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
805,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
802,Lady Elizabeth of House Wray,Free,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
832,Lady Kristi of the House of Brooks,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
824,Lady Stoneheart,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
816,Lil' Jon Snow White,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
800,Little Fingers’ Little Finger,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
835,Lord Ben-ish,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
829,Matton Of The Hounds,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
833,Mountain Mellon Crushers,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
793,No Ygrittes,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
826,"S'now way, Jose!",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
798,Safari Ary,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
799,Sand Snake Realness,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
830,Sept of Baylor was an Inside job,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
817,"Ser Dunton, Knight of the Laughing Tree",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
831,Ser Hand Rale of House Bannister,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
801,Stark Raving Mad,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
809,Stop Dragon My Horse Heart Around,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
795,Sword Swallowers through and through,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
812,That’s what I do: I drink and I know things.,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
819,The Ed Sheeran Fan Club,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
818,The House of Lesbian Poets,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
827,Tormund's Member Rewards Club,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
806,Xander's Dragons,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
810,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
838,A Girl Has No Team Name,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
855,A Team Has No Name,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
840,A Wizard of Cersei,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
864,Aaron on the Throne,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
848,All Bronn and no brains,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
869,Arya Dead Yet?,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
858,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
865,"Breaker of Fasts, Mother of Brunches",Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
836,Bri-Anne,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
859,Bri-Enne Of Green Gables,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
872,Bronn Swanson,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
878,Bronn: The Decision,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
852,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
847,Dany Snow,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
857,Davis the Bastard of Voltron,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
866,Enjol-Raki ,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
841,Flea Bottom Feeders,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
851,House Magnus,Free,20. Pod,1.0,Lives,Lives,Lives,True,1.0
867,Just Here for CleganeBowl,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
849,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
846,Lady Elizabeth of House Wray,Free,20. Pod,1.0,Dies,Dies,Lives,False,0.0
876,Lady Kristi of the House of Brooks,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
868,Lady Stoneheart,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
860,Lil' Jon Snow White,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
844,Little Fingers’ Little Finger,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
879,Lord Ben-ish,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
873,Matton Of The Hounds,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
877,Mountain Mellon Crushers,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
837,No Ygrittes,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
870,"S'now way, Jose!",Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
842,Safari Ary,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
843,Sand Snake Realness,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
874,Sept of Baylor was an Inside job,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
861,"Ser Dunton, Knight of the Laughing Tree",Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
875,Ser Hand Rale of House Bannister,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
845,Stark Raving Mad,Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
853,Stop Dragon My Horse Heart Around,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
839,Sword Swallowers through and through,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
856,That’s what I do: I drink and I know things.,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
863,The Ed Sheeran Fan Club,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
862,The House of Lesbian Poets,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
871,Tormund's Member Rewards Club,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
850,Xander's Dragons,Paying,20. Pod,1.0,Lives,Lives,Lives,True,1.0
854,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,20. Pod,1.0,Dies,Dies,Lives,False,0.0
882,A Girl Has No Team Name,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
899,A Team Has No Name,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
884,A Wizard of Cersei,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
908,Aaron on the Throne,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
892,All Bronn and no brains,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
913,Arya Dead Yet?,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
902,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
909,"Breaker of Fasts, Mother of Brunches",Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
880,Bri-Anne,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
903,Bri-Enne Of Green Gables,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
916,Bronn Swanson,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
922,Bronn: The Decision,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
896,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
891,Dany Snow,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
901,Davis the Bastard of Voltron,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
910,Enjol-Raki ,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
885,Flea Bottom Feeders,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
895,House Magnus,Free,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
911,Just Here for CleganeBowl,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
893,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
890,Lady Elizabeth of House Wray,Free,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
920,Lady Kristi of the House of Brooks,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
912,Lady Stoneheart,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
904,Lil' Jon Snow White,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
888,Little Fingers’ Little Finger,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
923,Lord Ben-ish,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
917,Matton Of The Hounds,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
921,Mountain Mellon Crushers,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
881,No Ygrittes,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
914,"S'now way, Jose!",Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
886,Safari Ary,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
887,Sand Snake Realness,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
918,Sept of Baylor was an Inside job,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
905,"Ser Dunton, Knight of the Laughing Tree",Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
919,Ser Hand Rale of House Bannister,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
889,Stark Raving Mad,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
897,Stop Dragon My Horse Heart Around,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
883,Sword Swallowers through and through,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
900,That’s what I do: I drink and I know things.,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
907,The Ed Sheeran Fan Club,Paying,21. Tormund,1.0,Lives,Lives,Lives,True,1.0
906,The House of Lesbian Poets,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
915,Tormund's Member Rewards Club,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
894,Xander's Dragons,Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
898,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,21. Tormund,1.0,Dies,Dies,Lives,False,0.0
926,A Girl Has No Team Name,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
943,A Team Has No Name,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
928,A Wizard of Cersei,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
952,Aaron on the Throne,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
936,All Bronn and no brains,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
957,Arya Dead Yet?,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
946,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
953,"Breaker of Fasts, Mother of Brunches",Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
924,Bri-Anne,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
947,Bri-Enne Of Green Gables,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
960,Bronn Swanson,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
966,Bronn: The Decision,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
940,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
935,Dany Snow,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
945,Davis the Bastard of Voltron,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
954,Enjol-Raki ,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
929,Flea Bottom Feeders,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
939,House Magnus,Free,22. Varys,1.0,Lives,Lives,Lives,True,1.0
955,Just Here for CleganeBowl,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
937,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
934,Lady Elizabeth of House Wray,Free,22. Varys,1.0,Dies,Dies,Lives,False,0.0
964,Lady Kristi of the House of Brooks,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
956,Lady Stoneheart,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
948,Lil' Jon Snow White,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
932,Little Fingers’ Little Finger,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
967,Lord Ben-ish,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
961,Matton Of The Hounds,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
965,Mountain Mellon Crushers,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
925,No Ygrittes,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
958,"S'now way, Jose!",Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
930,Safari Ary,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
931,Sand Snake Realness,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
962,Sept of Baylor was an Inside job,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
949,"Ser Dunton, Knight of the Laughing Tree",Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
963,Ser Hand Rale of House Bannister,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
933,Stark Raving Mad,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
941,Stop Dragon My Horse Heart Around,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
927,Sword Swallowers through and through,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
944,That’s what I do: I drink and I know things.,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
951,The Ed Sheeran Fan Club,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
950,The House of Lesbian Poets,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
959,Tormund's Member Rewards Club,Paying,22. Varys,1.0,Dies,Dies,Lives,False,0.0
938,Xander's Dragons,Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
942,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,22. Varys,1.0,Lives,Lives,Lives,True,1.0
970,A Girl Has No Team Name,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
987,A Team Has No Name,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
972,A Wizard of Cersei,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
996,Aaron on the Throne,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
980,All Bronn and no brains,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1001,Arya Dead Yet?,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
990,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
997,"Breaker of Fasts, Mother of Brunches",Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
968,Bri-Anne,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
991,Bri-Enne Of Green Gables,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1004,Bronn Swanson,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1010,Bronn: The Decision,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
984,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
979,Dany Snow,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
989,Davis the Bastard of Voltron,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
998,Enjol-Raki ,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
973,Flea Bottom Feeders,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
983,House Magnus,Free,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
999,Just Here for CleganeBowl,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
981,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
978,Lady Elizabeth of House Wray,Free,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1008,Lady Kristi of the House of Brooks,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1000,Lady Stoneheart,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
992,Lil' Jon Snow White,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
976,Little Fingers’ Little Finger,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1011,Lord Ben-ish,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1005,Matton Of The Hounds,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1009,Mountain Mellon Crushers,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
969,No Ygrittes,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1002,"S'now way, Jose!",Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
974,Safari Ary,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
975,Sand Snake Realness,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1006,Sept of Baylor was an Inside job,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
993,"Ser Dunton, Knight of the Laughing Tree",Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
1007,Ser Hand Rale of House Bannister,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
977,Stark Raving Mad,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
985,Stop Dragon My Horse Heart Around,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
971,Sword Swallowers through and through,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
988,That’s what I do: I drink and I know things.,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
995,The Ed Sheeran Fan Club,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
994,The House of Lesbian Poets,Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1003,Tormund's Member Rewards Club,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
982,Xander's Dragons,Paying,23. Yara Greyjoy,1.0,Lives,Lives,Lives,True,1.0
986,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,23. Yara Greyjoy,1.0,Dies,Dies,Lives,False,0.0
1014,A Girl Has No Team Name,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1031,A Team Has No Name,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1016,A Wizard of Cersei,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1040,Aaron on the Throne,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1024,All Bronn and no brains,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1045,Arya Dead Yet?,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1034,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1041,"Breaker of Fasts, Mother of Brunches",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1012,Bri-Anne,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1035,Bri-Enne Of Green Gables,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1048,Bronn Swanson,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1054,Bronn: The Decision,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1028,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1023,Dany Snow,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1033,Davis the Bastard of Voltron,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1042,Enjol-Raki ,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1017,Flea Bottom Feeders,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1027,House Magnus,Free,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1043,Just Here for CleganeBowl,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1025,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1022,Lady Elizabeth of House Wray,Free,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1052,Lady Kristi of the House of Brooks,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1044,Lady Stoneheart,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1036,Lil' Jon Snow White,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1020,Little Fingers’ Little Finger,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1055,Lord Ben-ish,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1049,Matton Of The Hounds,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1053,Mountain Mellon Crushers,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1013,No Ygrittes,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1046,"S'now way, Jose!",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1018,Safari Ary,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1019,Sand Snake Realness,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,No,No,Yes,False,0.0
1050,Sept of Baylor was an Inside job,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1037,"Ser Dunton, Knight of the Laughing Tree",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1051,Ser Hand Rale of House Bannister,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1021,Stark Raving Mad,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1029,Stop Dragon My Horse Heart Around,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1015,Sword Swallowers through and through,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1032,That’s what I do: I drink and I know things.,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1039,The Ed Sheeran Fan Club,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1038,The House of Lesbian Poets,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1047,Tormund's Member Rewards Club,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1026,Xander's Dragons,Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
1030,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,39. Pick whether the following characters will use a dragon to fly. [Jon Snow],1.0,Yes,Yes,Yes,True,1.0
